id,accident_risk
561471,0.4317722
561472,0.36329412
561473,0.20380764
561474,0.37618738
561475,0.34428516
561476,0.49395877
561477,0.21794523
561478,0.4206679
561479,0.2928962
561480,0.56483775
561481,0.45298457
561482,0.087463714
561483,0.42775106
561484,0.36657843
561485,0.27344188
561486,0.46108735
561487,0.25786537
561488,0.4202168
561489,0.28686473
561490,0.055342644
561491,0.51015705
561492,0.29431036
561493,0.22086827
561494,0.27293637
561495,0.18510193
561496,0.3640048
561497,0.19937387
561498,0.26034376
561499,0.31781465
561500,0.47135723
561501,0.3488262
561502,0.4070269
561503,0.1593288
561504,0.18038198
561505,0.16733436
561506,0.32656807
561507,0.34796622
561508,0.63253087
561509,0.19000822
561510,0.4300909
561511,0.3714395
561512,0.2941925
561513,0.55523366
561514,0.5214337
561515,0.27558875
561516,0.26858056
561517,0.41061378
561518,0.69838583
561519,0.30524823
561520,0.6509474
561521,0.3694775
561522,0.22163767
561523,0.62215114
561524,0.18560562
561525,0.48404336
561526,0.30691954
561527,0.19244228
561528,0.41214156
561529,0.05367466
561530,0.2833421
561531,0.20101812
561532,0.37441185
561533,0.4507966
561534,0.29007718
561535,0.47120872
561536,0.43554473
561537,0.48693225
561538,0.20378506
561539,0.28344938
561540,0.47101647
561541,0.32702821
561542,0.27524963
561543,0.3189432
561544,0.30650735
561545,0.11179594
561546,0.62616754
561547,0.5380357
561548,0.28397137
561549,0.41633773
561550,0.29793423
561551,0.48199764
561552,0.11820513
561553,0.3079781
561554,0.18974137
561555,0.2215379
561556,0.32160378
561557,0.21938476
561558,0.23635039
561559,0.18775213
561560,0.503654
561561,0.31755647
561562,0.440254
561563,0.3311843
561564,0.39079982
561565,0.36199418
561566,0.32954788
561567,0.32711267
561568,0.18564361
561569,0.070738696
561570,0.41125882
561571,0.1633193
561572,0.47960922
561573,0.36860445
561574,0.33188543
561575,0.4841695
561576,0.28158247
561577,0.44440827
561578,0.11670409
561579,0.13561213
561580,0.28098586
561581,0.40713844
561582,0.8229995
561583,0.5631917
561584,0.28560495
561585,0.26886812
561586,0.80247825
561587,0.31796065
561588,0.27790657
561589,0.3806742
561590,0.42632052
561591,0.5410773
561592,0.6307161
561593,0.20809369
561594,0.37314603
561595,0.11605375
561596,0.31337455
561597,0.5212503
561598,0.44551918
561599,0.7097034
561600,0.25559083
561601,0.42464662
561602,0.47995958
561603,0.4398489
561604,0.3968616
561605,0.55861396
561606,0.5620554
561607,0.41387156
561608,0.39786434
561609,0.6976427
561610,0.43337256
561611,0.44476944
561612,0.37922242
561613,0.30508372
561614,0.27606127
561615,0.34606344
561616,0.509875
561617,0.323025
561618,0.039733853
561619,0.2033136
561620,0.26868665
561621,0.24107091
561622,0.13969584
561623,0.42231655
561624,0.40628013
561625,0.3310203
561626,0.46554646
561627,0.7294237
561628,0.2679883
561629,0.042233687
561630,0.4577678
561631,0.21120015
561632,0.2862922
561633,0.43231633
561634,0.37812433
561635,0.25139165
561636,0.34135473
561637,0.181609
561638,0.29305196
561639,0.042067677
561640,0.12554072
561641,0.40155175
561642,0.17200787
561643,0.27452108
561644,0.37088242
561645,0.3393407
561646,0.17763826
561647,0.24472485
561648,0.3729729
561649,0.3481973
561650,0.5934293
561651,0.4298286
561652,0.15122978
561653,0.12660438
561654,0.07766809
561655,0.32902816
561656,0.24403419
561657,0.18179847
561658,0.48362088
561659,0.43105233
561660,0.5261365
561661,0.2322215
561662,0.4405498
561663,0.45809755
561664,0.33929685
561665,0.37155375
561666,0.54983497
561667,0.333086
561668,0.28884244
561669,0.5014921
561670,0.66520464
561671,0.28378516
561672,0.31922126
561673,0.28984183
561674,0.4669638
561675,0.6451733
561676,0.1577834
561677,0.35954717
561678,0.4108774
561679,0.32101145
561680,0.4946466
561681,0.3118267
561682,0.64941454
561683,0.2771936
561684,0.50586677
561685,0.20423481
561686,0.36569673
561687,0.31133306
561688,0.6397101
561689,0.09068688
561690,0.56463265
561691,0.56096727
561692,0.49250326
561693,0.18274394
561694,0.099329405
561695,0.49946317
561696,0.58670354
561697,0.13858025
561698,0.60058826
561699,0.23984925
561700,0.35198835
561701,0.29966047
561702,0.4523596
561703,0.1744907
561704,0.6280896
561705,0.6607783
561706,0.27395207
561707,0.31747994
561708,0.53805363
561709,0.12898676
561710,0.48563227
561711,0.43118948
561712,0.13081516
561713,0.29338586
561714,0.24666564
561715,0.48370677
561716,0.27347034
561717,0.35472843
561718,0.26637232
561719,0.47061813
561720,0.36571848
561721,0.46949586
561722,0.3563838
561723,0.48246634
561724,0.630416
561725,0.5008625
561726,0.4245549
561727,0.44795084
561728,0.46559235
561729,0.22036499
561730,0.64933676
561731,0.29571384
561732,0.32616386
561733,0.46628952
561734,0.15982156
561735,0.3094445
561736,0.3369426
561737,0.3535772
561738,0.21451244
561739,0.3796559
561740,0.04952897
561741,0.38465413
561742,0.17899807
561743,0.36768267
561744,0.24160032
561745,0.254247
561746,0.35287192
561747,0.63471276
561748,0.107258484
561749,0.34920728
561750,0.38467276
561751,0.50187033
561752,0.19462194
561753,0.124452025
561754,0.44404894
561755,0.37489703
561756,0.39011067
561757,0.23884927
561758,0.54001963
561759,0.17951852
561760,0.2937515
561761,0.3627888
561762,0.29015812
561763,0.51999676
561764,0.3538166
561765,0.6167188
561766,0.31339705
561767,0.3681603
561768,0.23471199
561769,0.3279962
561770,0.24859084
561771,0.2752446
561772,0.32636723
561773,0.36135253
561774,0.16059452
561775,0.4393785
561776,0.5625643
561777,0.5536508
561778,0.26914582
561779,0.33061856
561780,0.29257882
561781,0.22280206
561782,0.29559582
561783,0.24318257
561784,0.30532405
561785,0.3230754
561786,0.31183627
561787,0.37090233
561788,0.4950052
561789,0.41004
561790,0.5725369
561791,0.72180927
561792,0.2008352
561793,0.13988836
561794,0.25274277
561795,0.30736387
561796,0.12959418
561797,0.2870592
561798,0.20457424
561799,0.45534515
561800,0.30442944
561801,0.37942106
561802,0.56130904
561803,0.34519178
561804,0.48814118
561805,0.25543368
561806,0.065340504
561807,0.25763503
561808,0.322069
561809,0.49994686
561810,0.20228069
561811,0.59098244
561812,0.3273431
561813,0.44352844
561814,0.31544334
561815,0.46645975
561816,0.20753737
561817,0.17386122
561818,0.4392523
561819,0.29013366
561820,0.2159202
561821,0.47942498
561822,0.24773857
561823,0.3894102
561824,0.29991606
561825,0.20432349
561826,0.39077914
561827,0.40718004
561828,0.54446083
561829,0.3031937
561830,0.29434407
561831,0.39066064
561832,0.33182383
561833,0.14445756
561834,0.550521
561835,0.2929498
561836,0.27499145
561837,0.23736474
561838,0.64354074
561839,0.4355084
561840,0.4020653
561841,0.2918507
561842,0.3036416
561843,0.5872851
561844,0.35631728
561845,0.10866118
561846,0.37305093
561847,0.5654686
561848,0.13817637
561849,0.113905
561850,0.35549036
561851,0.1773974
561852,0.32139605
561853,0.74316317
561854,0.11779011
561855,0.4408137
561856,0.43351257
561857,0.35003102
561858,0.3094697
561859,0.3271466
561860,0.8579105
561861,0.3066934
561862,0.30205724
561863,0.070769146
561864,0.768005
561865,0.13111988
561866,0.38316497
561867,0.47263068
561868,0.6314922
561869,0.6679644
561870,0.35214153
561871,0.5445233
561872,0.4076911
561873,0.37634456
561874,0.37695068
561875,0.28690305
561876,0.23396099
561877,0.34188884
561878,0.76758796
561879,0.28867176
561880,0.7671235
561881,0.35731658
561882,0.5566582
561883,0.19351973
561884,0.29340348
561885,0.32602492
561886,0.17354225
561887,0.33899632
561888,0.2233788
561889,0.2076532
561890,0.05045323
561891,0.35969785
561892,0.14278144
561893,0.62579346
561894,0.4700893
561895,0.32254648
561896,0.31071576
561897,0.5519818
561898,0.45242456
561899,0.18020603
561900,0.157142
561901,0.17790537
561902,0.29732704
561903,0.24997589
561904,0.2594366
561905,0.3592714
561906,0.36012396
561907,0.38253963
561908,0.32841438
561909,0.59367895
561910,0.30566323
561911,0.56793946
561912,0.27996817
561913,0.49193463
561914,0.25939718
561915,0.24310851
561916,0.5805762
561917,0.42937917
561918,0.0747108
561919,0.41260436
561920,0.3607853
561921,0.29355013
561922,0.3529855
561923,0.33547825
561924,0.3121198
561925,0.2158916
561926,0.12623869
561927,0.3514784
561928,0.18457311
561929,0.3289083
561930,0.40601894
561931,0.071159445
561932,0.35350776
561933,0.33874506
561934,0.4323517
561935,0.2787217
561936,0.1292622
561937,0.28341612
561938,0.5636141
561939,0.54406846
561940,0.33149377
561941,0.3041032
561942,0.22629274
561943,0.15541065
561944,0.3425378
561945,0.41375905
561946,0.38474327
561947,0.36600733
561948,0.17308429
561949,0.47415948
561950,0.33801425
561951,0.34922224
561952,0.32817966
561953,0.35559636
561954,0.12880507
561955,0.40603837
561956,0.09056064
561957,0.3176165
561958,0.4518792
561959,0.36486447
561960,0.3618536
561961,0.26044112
561962,0.31986505
561963,0.3788645
561964,0.5206245
561965,0.38259807
561966,0.19109043
561967,0.31106555
561968,0.110174246
561969,0.34743744
561970,0.44681114
561971,0.4205877
561972,0.47614387
561973,0.32375458
561974,0.22578527
561975,0.25177395
561976,0.4070208
561977,0.5691546
561978,0.31722683
561979,0.3854526
561980,0.42489827
561981,0.18144438
561982,0.4648253
561983,0.33358413
561984,0.4782922
561985,0.31387267
561986,0.12592891
561987,0.2862806
561988,0.18275681
561989,0.2978383
561990,0.09249802
561991,0.729922
561992,0.31887117
561993,0.052644573
561994,0.22502273
561995,0.12223284
561996,0.2649671
561997,0.20523982
561998,0.13119651
561999,0.5948785
562000,0.4483426
562001,0.40232557
562002,0.45209804
562003,0.5589183
562004,0.5627277
562005,0.10162167
562006,0.19205867
562007,0.580158
562008,0.328994
562009,0.42439476
562010,0.5231479
562011,0.378748
562012,0.19707477
562013,0.26614904
562014,0.034692813
562015,0.4798175
562016,0.4882517
562017,0.5239402
562018,0.55400693
562019,0.3065163
562020,0.5678433
562021,0.34595218
562022,0.36702728
562023,0.2806751
562024,0.23107164
562025,0.55142
562026,0.3566172
562027,0.27355126
562028,0.60503244
562029,0.25529286
562030,0.5214739
562031,0.36918476
562032,0.108459674
562033,0.13109079
562034,0.41438654
562035,0.29440412
562036,0.3593889
562037,0.4086337
562038,0.34751126
562039,0.46879727
562040,0.11483843
562041,0.8212105
562042,0.31465524
562043,0.41475323
562044,0.32634014
562045,0.18367513
562046,0.2026657
562047,0.44559148
562048,0.14298165
562049,0.34009132
562050,0.4831922
562051,0.32754806
562052,0.48000428
562053,0.09802504
562054,0.5483669
562055,0.19247364
562056,0.33279425
562057,0.3173016
562058,0.1832492
562059,0.33033642
562060,0.18641865
562061,0.22312137
562062,0.5296824
562063,0.34843153
562064,0.17722476
562065,0.5215509
562066,0.37322697
562067,0.49791178
562068,0.12966579
562069,0.30730906
562070,0.3163896
562071,0.23071325
562072,0.6395455
562073,0.3897015
562074,0.2772374
562075,0.2197215
562076,0.17003158
562077,0.21748841
562078,0.59776664
562079,0.3924249
562080,0.35845682
562081,0.5018831
562082,0.32616127
562083,0.4279689
562084,0.24432184
562085,0.30073607
562086,0.5474022
562087,0.41661745
562088,0.17053932
562089,0.2425436
562090,0.45424625
562091,0.22153206
562092,0.25993857
562093,0.4222786
562094,0.3060305
562095,0.41276145
562096,0.30819467
562097,0.6055149
562098,0.41584292
562099,0.38877913
562100,0.37806463
562101,0.45086935
562102,0.22874236
562103,0.48599318
562104,0.47726396
562105,0.48075375
562106,0.34738323
562107,0.32690236
562108,0.28191996
562109,0.35223547
562110,0.36007112
562111,0.27540466
562112,0.32423815
562113,0.29639953
562114,0.30530718
562115,0.109938435
562116,0.66800594
562117,0.48221037
562118,0.22604996
562119,0.48276055
562120,0.24538004
562121,0.5387217
562122,0.5403907
562123,0.64077234
562124,0.2453835
562125,0.042820632
562126,0.14366466
562127,0.58374554
562128,0.17802685
562129,0.30846027
562130,0.53146327
562131,0.32804507
562132,0.28572625
562133,0.4115122
562134,0.26594025
562135,0.7360163
562136,0.37018457
562137,0.22196609
562138,0.3832867
562139,0.042074986
562140,0.21730709
562141,0.15263656
562142,0.048946146
562143,0.34299725
562144,0.43419263
562145,0.38569036
562146,0.2947707
562147,0.09066659
562148,0.47501454
562149,0.2936182
562150,0.23300676
562151,0.49797553
562152,0.5410401
562153,0.16780229
562154,0.3191528
562155,0.12947932
562156,0.3400909
562157,0.24000882
562158,0.13625555
562159,0.20676556
562160,0.053837385
562161,0.16895337
562162,0.3102072
562163,0.15068865
562164,0.47486553
562165,0.34254998
562166,0.20514625
562167,0.38099775
562168,0.6244179
562169,0.4057054
562170,0.25890064
562171,0.35523823
562172,0.5520661
562173,0.44451255
562174,0.28268123
562175,0.5568546
562176,0.24690379
562177,0.282974
562178,0.66244775
562179,0.45391732
562180,0.16627057
562181,0.41729698
562182,0.06468579
562183,0.19971633
562184,0.1237272
562185,0.27343678
562186,0.54365164
562187,0.3101019
562188,0.24880712
562189,0.28858033
562190,0.2273923
562191,0.47029158
562192,0.66420215
562193,0.48420203
562194,0.5285239
562195,0.4185642
562196,0.30586654
562197,0.34008425
562198,0.5458363
562199,0.49193305
562200,0.1845015
562201,0.47939217
562202,0.29285657
562203,0.5724661
562204,0.31639403
562205,0.42099604
562206,0.34935662
562207,0.3891798
562208,0.09596754
562209,0.41734138
562210,0.6460549
562211,0.27773583
562212,0.5539072
562213,0.38470936
562214,0.35921922
562215,0.5009534
562216,0.57552457
562217,0.33003908
562218,0.5228466
562219,0.30466795
562220,0.734429
562221,0.23748198
562222,0.21310274
562223,0.5638276
562224,0.5375813
562225,0.691445
562226,0.29091394
562227,0.61885166
562228,0.28892455
562229,0.1794186
562230,0.30780095
562231,0.12779938
562232,0.58507407
562233,0.093162276
562234,0.35164636
562235,0.41836366
562236,0.12579569
562237,0.35665837
562238,0.22402355
562239,0.29210296
562240,0.5018862
562241,0.12587021
562242,0.03358901
562243,0.27817944
562244,0.19616306
562245,0.31714252
562246,0.68374205
562247,0.67771155
562248,0.671627
562249,0.2254963
562250,0.328639
562251,0.1434997
562252,0.60684025
562253,0.33410585
562254,0.3262439
562255,0.1318149
562256,0.5155766
562257,0.6950471
562258,0.13135536
562259,0.36593333
562260,0.12913512
562261,0.22030815
562262,0.3770636
562263,0.19550073
562264,0.4834924
562265,0.25341323
562266,0.43063763
562267,0.571943
562268,0.52306503
562269,0.34324095
562270,0.46546078
562271,0.08013658
562272,0.40175793
562273,0.5027898
562274,0.30876288
562275,0.30804098
562276,0.2328206
562277,0.39100692
562278,0.44491252
562279,0.03612193
562280,0.29766917
562281,0.0801044
562282,0.33885443
562283,0.5011307
562284,0.110973254
562285,0.3756237
562286,0.31998792
562287,0.4295794
562288,0.549838
562289,0.54810923
562290,0.39197296
562291,0.326366
562292,0.4819846
562293,0.4526949
562294,0.49277654
562295,0.47377563
562296,0.051547963
562297,0.21973866
562298,0.39347795
562299,0.34644818
562300,0.371644
562301,0.37150237
562302,0.45110312
562303,0.66679657
562304,0.42016777
562305,0.6301246
562306,0.53762543
562307,0.30556765
562308,0.5062297
562309,0.43995234
562310,0.5019795
562311,0.10643205
562312,0.054957688
562313,0.85390854
562314,0.6705105
562315,0.12988544
562316,0.30980545
562317,0.64774185
562318,0.04453344
562319,0.053722963
562320,0.2181654
562321,0.2924687
562322,0.23966503
562323,0.3068165
562324,0.65138936
562325,0.30186146
562326,0.34482867
562327,0.42070147
562328,0.2462504
562329,0.616424
562330,0.13139091
562331,0.17680255
562332,0.3099734
562333,0.20616087
562334,0.6707039
562335,0.40784767
562336,0.40717673
562337,0.33719042
562338,0.36839527
562339,0.65273505
562340,0.33745936
562341,0.41903475
562342,0.3184667
562343,0.26593706
562344,0.38960248
562345,0.5348648
562346,0.5684023
562347,0.2460402
562348,0.22831841
562349,0.47946745
562350,0.49233475
562351,0.035991393
562352,0.357623
562353,0.3043324
562354,0.16546296
562355,0.46023953
562356,0.58794135
562357,0.27082485
562358,0.08908602
562359,0.19755659
562360,0.54618585
562361,0.1681266
562362,0.30832243
562363,0.21944109
562364,0.3285313
562365,0.36851746
562366,0.30560014
562367,0.46188703
562368,0.4428765
562369,0.464253
562370,0.3266525
562371,0.32913285
562372,0.31511626
562373,0.35328153
562374,0.58307683
562375,0.3591571
562376,0.335735
562377,0.2721333
562378,0.14948781
562379,0.32531038
562380,0.48030582
562381,0.5027401
562382,0.31089622
562383,0.37382525
562384,0.33493
562385,0.13621986
562386,0.29265988
562387,0.27606964
562388,0.2938278
562389,0.28825757
562390,0.3687221
562391,0.2924463
562392,0.2694863
562393,0.24705802
562394,0.3916471
562395,0.4370337
562396,0.34996682
562397,0.36764064
562398,0.177045
562399,0.3447234
562400,0.6298283
562401,0.2808979
562402,0.30290776
562403,0.37675548
562404,0.38935232
562405,0.24553089
562406,0.54179525
562407,0.13813256
562408,0.5428644
562409,0.47477862
562410,0.29960117
562411,0.6374457
562412,0.631667
562413,0.34894687
562414,0.18227834
562415,0.2414335
562416,0.65173227
562417,0.2270512
562418,0.20105433
562419,0.460831
562420,0.41677803
562421,0.6563127
562422,0.34105
562423,0.28315416
562424,0.26969033
562425,0.25241667
562426,0.5981032
562427,0.36723083
562428,0.7347481
562429,0.39163205
562430,0.24173789
562431,0.30213594
562432,0.7075398
562433,0.41874346
562434,0.48894963
562435,0.33181447
562436,0.10985166
562437,0.088059776
562438,0.16722676
562439,0.22670285
562440,0.4423462
562441,0.11147168
562442,0.48857993
562443,0.2895163
562444,0.15815991
562445,0.21787433
562446,0.39129663
562447,0.55549085
562448,0.2834013
562449,0.08468492
562450,0.26722375
562451,0.40939456
562452,0.41662014
562453,0.47022852
562454,0.21739446
562455,0.039578382
562456,0.42909884
562457,0.3116503
562458,0.3207006
562459,0.29760766
562460,0.5979722
562461,0.51609725
562462,0.42435673
562463,0.30773655
562464,0.6216832
562465,0.22460471
562466,0.43748474
562467,0.45054632
562468,0.4463337
562469,0.55387115
562470,0.34368548
562471,0.48356956
562472,0.4541858
562473,0.36790583
562474,0.3890031
562475,0.36534327
562476,0.56599295
562477,0.4178342
562478,0.5654643
562479,0.17121954
562480,0.44991452
562481,0.36752927
562482,0.30308077
562483,0.3276037
562484,0.328639
562485,0.32881883
562486,0.35220912
562487,0.47179535
562488,0.32009813
562489,0.31321543
562490,0.15750642
562491,0.1304433
562492,0.41987884
562493,0.2699191
562494,0.2826948
562495,0.4393493
562496,0.09311306
562497,0.31095538
562498,0.3201636
562499,0.27403638
562500,0.34152082
562501,0.23609413
562502,0.20345579
562503,0.22213218
562504,0.34870476
562505,0.51055765
562506,0.49668732
562507,0.22147837
562508,0.35511324
562509,0.26640117
562510,0.59141606
562511,0.44100064
562512,0.26774666
562513,0.3429865
562514,0.48297906
562515,0.3118982
562516,0.6230456
562517,0.49243614
562518,0.31396055
562519,0.3513244
562520,0.58651155
562521,0.21993726
562522,0.49870893
562523,0.3004709
562524,0.38781276
562525,0.2677577
562526,0.5216267
562527,0.29862922
562528,0.1839556
562529,0.37339786
562530,0.33250058
562531,0.41064343
562532,0.5013575
562533,0.13256931
562534,0.2730743
562535,0.30173975
562536,0.6276333
562537,0.29057622
562538,0.34665278
562539,0.57981896
562540,0.09934488
562541,0.24209534
562542,0.5018397
562543,0.33551145
562544,0.2875841
562545,0.2543329
562546,0.40091497
562547,0.32071382
562548,0.48549992
562549,0.33778793
562550,0.25303298
562551,0.38457993
562552,0.110997215
562553,0.08786005
562554,0.41012803
562555,0.3264839
562556,0.28915918
562557,0.27717656
562558,0.18520702
562559,0.44283232
562560,0.47560406
562561,0.35769662
562562,0.5852069
562563,0.37022743
562564,0.22023596
562565,0.49329552
562566,0.10154978
562567,0.25982735
562568,0.41555163
562569,0.306977
562570,0.25431168
562571,0.5042594
562572,0.33808768
562573,0.24397716
562574,0.13243437
562575,0.35616937
562576,0.5513657
562577,0.27905685
562578,0.7240414
562579,0.2902255
562580,0.47682482
562581,0.27414504
562582,0.6561448
562583,0.14142127
562584,0.41341153
562585,0.6084907
562586,0.07540082
562587,0.19708294
562588,0.3845986
562589,0.36858788
562590,0.53878576
562591,0.32666874
562592,0.40926728
562593,0.35747036
562594,0.39100978
562595,0.44077557
562596,0.77528244
562597,0.32941994
562598,0.21708481
562599,0.32305178
562600,0.1178031
562601,0.29713085
562602,0.5467487
562603,0.31791633
562604,0.6117883
562605,0.17403182
562606,0.12635952
562607,0.26690394
562608,0.4402524
562609,0.5741076
562610,0.45501283
562611,0.35083765
562612,0.41441044
562613,0.33275437
562614,0.47716635
562615,0.76804674
562616,0.54073924
562617,0.6690142
562618,0.21173793
562619,0.2755714
562620,0.101377904
562621,0.23356622
562622,0.4529104
562623,0.27371827
562624,0.50203437
562625,0.24025285
562626,0.3097506
562627,0.18895487
562628,0.30304107
562629,0.38501167
562630,0.48948634
562631,0.6421554
562632,0.29091945
562633,0.12025877
562634,0.15161432
562635,0.32391512
562636,0.707152
562637,0.3210317
562638,0.123448715
562639,0.51481754
562640,0.3095507
562641,0.5406919
562642,0.11066354
562643,0.42225266
562644,0.21974714
562645,0.44796586
562646,0.27162573
562647,0.41818178
562648,0.22040202
562649,0.43761465
562650,0.69762725
562651,0.3031995
562652,0.25466818
562653,0.48041508
562654,0.30795982
562655,0.054012127
562656,0.23636335
562657,0.35858786
562658,0.29030368
562659,0.54318464
562660,0.65013194
562661,0.5712454
562662,0.42663762
562663,0.7397386
562664,0.3610748
562665,0.3700688
562666,0.31010213
562667,0.3125354
562668,0.29191068
562669,0.4939503
562670,0.28998297
562671,0.4176478
562672,0.24079728
562673,0.33107424
562674,0.4105304
562675,0.29828912
562676,0.46393022
562677,0.18599309
562678,0.1826805
562679,0.13924193
562680,0.2775551
562681,0.1918184
562682,0.50163186
562683,0.04083578
562684,0.41271707
562685,0.38865334
562686,0.28981
562687,0.59389335
562688,0.54812706
562689,0.22266798
562690,0.17622674
562691,0.12858169
562692,0.6210001
562693,0.43268064
562694,0.35951632
562695,0.21669611
562696,0.21794043
562697,0.052125562
562698,0.59765106
562699,0.52649325
562700,0.123945296
562701,0.32265913
562702,0.35600528
562703,0.3641944
562704,0.1485472
562705,0.45694092
562706,0.29976574
562707,0.2938663
562708,0.18751991
562709,0.27660656
562710,0.29524347
562711,0.32111803
562712,0.07534102
562713,0.6095384
562714,0.3904479
562715,0.34043542
562716,0.113505
562717,0.2977044
562718,0.18399222
562719,0.70680076
562720,0.15956874
562721,0.27320287
562722,0.44151416
562723,0.46574548
562724,0.7340838
562725,0.3680152
562726,0.49053538
562727,0.57378083
562728,0.298848
562729,0.5415152
562730,0.16707635
562731,0.31288743
562732,0.5622927
562733,0.04091521
562734,0.6652793
562735,0.12635879
562736,0.041313637
562737,0.22030143
562738,0.7310261
562739,0.25578457
562740,0.18907681
562741,0.2821338
562742,0.14031929
562743,0.21624042
562744,0.5565435
562745,0.42516804
562746,0.27988997
562747,0.30391017
562748,0.13036115
562749,0.1722036
562750,0.54312104
562751,0.27330413
562752,0.35417923
562753,0.41994253
562754,0.2517301
562755,0.1812615
562756,0.6472017
562757,0.3864004
562758,0.53427297
562759,0.3226934
562760,0.4839964
562761,0.37537608
562762,0.73525447
562763,0.29849318
562764,0.2773278
562765,0.2971561
562766,0.43394023
562767,0.3650691
562768,0.27952406
562769,0.46512097
562770,0.42036423
562771,0.48178506
562772,0.36958343
562773,0.16270003
562774,0.6790021
562775,0.6517745
562776,0.52468395
562777,0.5550791
562778,0.46196687
562779,0.35497835
562780,0.27241787
562781,0.49787486
562782,0.3350095
562783,0.4451478
562784,0.18929382
562785,0.49840966
562786,0.49382576
562787,0.2925662
562788,0.5617488
562789,0.13548923
562790,0.31779417
562791,0.4058319
562792,0.36730906
562793,0.27027014
562794,0.5608694
562795,0.49955565
562796,0.31396636
562797,0.3066214
562798,0.28320417
562799,0.43351012
562800,0.15588948
562801,0.305208
562802,0.3089555
562803,0.49100888
562804,0.27101466
562805,0.46512327
562806,0.18119055
562807,0.110005856
562808,0.193532
562809,0.50067985
562810,0.35666117
562811,0.40217486
562812,0.46221465
562813,0.17183207
562814,0.1650184
562815,0.49343354
562816,0.3172746
562817,0.19608779
562818,0.25037208
562819,0.1595581
562820,0.12807772
562821,0.32999784
562822,0.2518047
562823,0.6261491
562824,0.3885282
562825,0.56233066
562826,0.49065632
562827,0.36417153
562828,0.5888265
562829,0.37160283
562830,0.14375353
562831,0.18678458
562832,0.5969837
562833,0.17748831
562834,0.37139878
562835,0.18637855
562836,0.64476746
562837,0.06270434
562838,0.18457685
562839,0.20697086
562840,0.0433941
562841,0.41212028
562842,0.7601918
562843,0.20185432
562844,0.62499416
562845,0.25839037
562846,0.1283416
562847,0.2377382
562848,0.29300973
562849,0.24446085
562850,0.41320682
562851,0.35814732
562852,0.33747235
562853,0.37370846
562854,0.36550954
562855,0.50572544
562856,0.6253774
562857,0.2885913
562858,0.57958424
562859,0.3763445
562860,0.5933
562861,0.67392075
562862,0.20338202
562863,0.36396205
562864,0.24955608
562865,0.33371085
562866,0.43976396
562867,0.31096867
562868,0.1866587
562869,0.36446545
562870,0.4461072
562871,0.34883538
562872,0.585242
562873,0.17318654
562874,0.5735986
562875,0.13220279
562876,0.2806357
562877,0.4235125
562878,0.4320008
562879,0.4167801
562880,0.12823212
562881,0.3653014
562882,0.2002095
562883,0.22138043
562884,0.52066845
562885,0.4787733
562886,0.4003298
562887,0.1512503
562888,0.18559411
562889,0.36026448
562890,0.38397244
562891,0.46709228
562892,0.22240713
562893,0.39750656
562894,0.6105662
562895,0.21579285
562896,0.52186173
562897,0.047202393
562898,0.12807743
562899,0.48952612
562900,0.29193094
562901,0.081350654
562902,0.2858374
562903,0.44668296
562904,0.28159985
562905,0.43706596
562906,0.38947418
562907,0.3677889
562908,0.10261413
562909,0.181978
562910,0.3342578
562911,0.44519612
562912,0.29285544
562913,0.22161198
562914,0.5482821
562915,0.2856884
562916,0.3904096
562917,0.13091314
562918,0.24865565
562919,0.49259567
562920,0.37886047
562921,0.29470497
562922,0.37415218
562923,0.03126724
562924,0.48279762
562925,0.44420832
562926,0.62756795
562927,0.17007865
562928,0.38568538
562929,0.12587766
562930,0.12784606
562931,0.09083202
562932,0.2891408
562933,0.40511653
562934,0.25328577
562935,0.473546
562936,0.21896847
562937,0.38882312
562938,0.3349705
562939,0.3204231
562940,0.3827224
562941,0.33094093
562942,0.3054811
562943,0.34174177
562944,0.41090992
562945,0.20154516
562946,0.30354196
562947,0.2808154
562948,0.43901366
562949,0.33532
562950,0.19828717
562951,0.3347547
562952,0.4714531
562953,0.4622663
562954,0.31423104
562955,0.85475606
562956,0.66836363
562957,0.21765664
562958,0.37562302
562959,0.44852006
562960,0.3512581
562961,0.37687477
562962,0.30538392
562963,0.27528942
562964,0.47043368
562965,0.28851378
562966,0.61837065
562967,0.31192088
562968,0.2669679
562969,0.6832821
562970,0.31504613
562971,0.20302972
562972,0.28610462
562973,0.5375365
562974,0.040299937
562975,0.2962645
562976,0.4184254
562977,0.3812027
562978,0.37544906
562979,0.20334916
562980,0.46892405
562981,0.4854752
562982,0.24161744
562983,0.35759076
562984,0.29868898
562985,0.094260044
562986,0.7304732
562987,0.4998881
562988,0.37188876
562989,0.06423223
562990,0.4489548
562991,0.3564362
562992,0.36001822
562993,0.41766807
562994,0.5415427
562995,0.13895549
562996,0.47903952
562997,0.11066492
562998,0.36624247
562999,0.52139443
563000,0.18432051
563001,0.27298552
563002,0.13217442
563003,0.5687985
563004,0.34040114
563005,0.5410413
563006,0.30987215
563007,0.3034648
563008,0.2789194
563009,0.55276453
563010,0.4132074
563011,0.28197122
563012,0.3384878
563013,0.28925207
563014,0.6515968
563015,0.40591985
563016,0.5431013
563017,0.45104918
563018,0.58309144
563019,0.6253475
563020,0.26824972
563021,0.3653156
563022,0.6244721
563023,0.67011565
563024,0.49721813
563025,0.42267296
563026,0.36576396
563027,0.40565827
563028,0.23783854
563029,0.3246852
563030,0.14721905
